Review	Spam
Guess what! Somebody you know secretly fancies you! Wanna find out who it is? Give us a call on 09065394973 from Landline DATEBox1282EssexCM61XN 150p/min 18	1
Loan for any purpose �500 - �75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'	1
"Why is SOULWAX ignored by critics & consumers alike?!: I just don't get it - SOULWAX has been around since the 90s, when they released their ""rock"" debut (on the now defunct Almo Sounds), chock full of should-have-been radio hits, and then when while they got some attention for their ""2 Many DJs"" mash-up/remix bootlegs, when they return to a full-fledged band, as with last year's ANY MINUTE NOW, critcs & consumers alike barely took notice of that album's amazing writing, production, and sheer electro-rock power. Hopefully, ""Nite Versions"" (a cheeky title recalling when 80s bands like Duran Duran used to release ""Nite Version"" on 12"" of singles for clubs) will garner more sales and attention for SOULWAX - the songs practically leap out of the speakers to grab your neck and turn you head and make you move. Can't wait to hear what they do TIGA on his upcoming ""Sexor"" debut...?"	0
PRIVATE! Your 2003 Account Statement for 07808 XXXXXX shows 800 un-redeemed S. I. M. points. Call 08719899217 Identifier Code: 41685 Expires 07/11/04	1
Rapunzel: This is such a great game both my 3 year old son and 7 year old daughter love it. I like to play to if they would let me! So much fun decorating the rooms and so many choices to keep you playing Great game. Not at all what you would think a Barbie game would be. Great fun for all!!	0
The Best: I just re-read Daughters of Darkness for about the 100th time and I just enjoy it more every time I read it. It has everything that you could want and more. Just one questionAre Mary-Lynnette and Ash ever going to find happiness together or will they be forced to spend their lives apart, longing for the one person who can make their life complete?To find out keep reading!!	0
"The devil in the detail: I'm not a fan of the crime writing genre, so I require more than some blood and guts and a few nasty frights to make me speak highly of a crime novel. Unfortunately, I cannot speak highly of From Potter's Field.I know more about dogs than I do about forensic medicine, so it makes me suspicious of the novel's factual integrity when I read that a murderer's eyes are ""as pale blue as a malamute's"", when in fact (according to the Alaskan Malamute Club of America), a malamute's eyes MUST be brown, never blue.It also made me laugh to think that all the crime agencies (and the media!!) in the USA would be completely ignorant regarding the closest relatives of the country's highest profile serial killer. Although if the good guys had known some basic details about the killer's family tree, Dr Kay would have been left twiddling her thumbs, so I suppose I should quit complaining.Well, I read the book right through to the end, and it kept me amused, so I have to give it one star."	0
Cruel and Unusual: A typical Patricia Cornwell fiction novel, easy to read and a page turner. It gripped me until the end. Enjoy.	0
Grrrrr. Arrrrgh.: We few, we lucky few, who must endure the Praxis II Practices of Learning & Teaching Test will find no guide here.There is a brief discussion of the structure of the test, and some sample questions, yes, but the content of the test is not discussed at all outside the sample question. I would have loved to see a literature or concept review, such as is found in almost every other test guide on the planet.Also, it seems the PRAXIS II went from a five-response to a four-response test at some point, and the authors responded by chopping answer E off all the sample questions, without checking whether or not that was the correct answer. In other words, they revised the questions, but did not revise the answers. Most frustrating.In all, I found this book a sorry excuse for a test guide, and recommend it for nothing except mulching, or perhaps kindling.	0
TBS/PERSOLVO. been chasing us since Sept for�38 definitely not paying now thanks to your information. We will ignore them. Kath. Manchester.	1
A FIVE STAR BOOK: I just finished reading Whisper of the Wicked saints. I fell in love with the caracters. I expected an average romance read, but instead I found one of my favorite books of all time. Just when I thought I could predict the outcome I was shocked ! The writting was so descriptive that my heart broke when Julia's did and I felt as if I was there with them instead of just a distant reader. If you are a lover of romance novels then this is a must read. Don't let the cover fool you this book is spectacular!	0
Very boring: I agree with the reviewer who is not the author. This is really a bad book. Totally not believable with no depth to the characters. I find it hard to believe this book is so popular overseas. I should consider writing for a living. I think the author is a little touchy, too. I guess it was too much for her that someone didn't like her boring book.	0
Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or �1000. To claim txt DIS to 87121 18+6*�1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ	1
Goal! Arsenal 4 (Henry, 7 v Liverpool 2 Henry scores with a simple shot from 6 yards from a pass by Bergkamp to give Arsenal a 2 goal margin after 78 mins.	1
Kay Scarpetti is losing it.: Here is a character I have enjoyed develop. But Kay is losing it. She should dump her niece Lucie, clean up her personal life (it's not nice to have an affair with a friends husband) and treat Det. Marino with some respect.As for Gault, if I pick up another Scarpetti book with his name in it... right back on the shelf	0
ACTUALLY NO STARS for rating pf Funny People movie: Save your money. Your time can be MUCH better spent. This was one of the worse movies I ever sat through. Actually, I drifted away close to the end and was thankful I didn't waste that time. Its AWFUL.	0
Don't bother: The pillow is tiny and poor quality foam, my pillow I was replacing was at least a year and a half old and it preforms better than this one did new.	0
Legend of Dragoon Soundtrack: This soundtrack is amazing. It has all the songs you want to hear most though it doesn't have all the songs. I've played the Legend of Dragoon for a very long time. It's a great game and you really notice the music once you hear it on the soundtrack. Amazing game and music.I highly recommend it,Logan	0
An Old World change that's definitely wonderful: The Scarletti Curse is absolutely wonderful. Ms. Feehan once again created a lively well written work that stand far apart from her Dark series (which I also adore). With complex and dark characters this book has quite a lot of bite and more than enough romance for a true fan of Christine's work. I highly recommend this book for one and all.	0
Married local women looking for discreet action now! 5 real matches instantly to your phone. Text MATCH to 69969 Msg cost 150p 2 stop txt stop BCMSFWC1N3XX	1
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468	1
